Number,Sex,Victim,Fake News type,Sources,Rip off
5179,Male,0,Deliberate Misinformation,Social Media,0
5180,Female,1,Social Media Sharing,Social Media,0
5181,Male,1,Deliberate Misinformation,Social Media,1
5182,Male,0,Deliberate Misinformation,Social Media,0
5183,Female,1,False Headlines,Social Media,1
5184,Male,0,False Headlines,Social Media,1
5185,Female,1,False Headlines,Social Media,1
5186,Male,1,Social Media Sharing,The Internet,1
5187,Male,1,Deliberate Misinformation,Social Media,1
5188,Male,0,False Headlines,The Internet,0
5189,Female,0,Satire,The Internet,1
5190,Male,1,Social Media Sharing,The Internet,0
5191,Male,0,Social Media Sharing,The Internet,0
5192,Male,0,False Headlines,Social Media,1
5193,Male,0,False Headlines,Social Media,1
5194,Male,0,Social Media Sharing,Social Media,0
5195,Female,1,Satire,Social Media,1
5196,Male,0,Deliberate Misinformation,Social Media,1
5197,Female,1,False Headlines,Social Media,1
5198,Female,1,Satire,The Internet,0
5199,Female,1,False Headlines,The Internet,1
5200,Female,1,Satire,Social Media,0
5201,Male,0,Social Media Sharing,The Internet,1
5202,Female,0,False Headlines,Social Media,0
5203,Female,1,False Headlines,Social Media,1
5204,Female,1,Deliberate Misinformation,The Internet,1
5205,Female,0,Deliberate Misinformation,The Internet,1
5206,Female,1,Satire,The Internet,0
5207,Female,1,Social Media Sharing,The Internet,0
5208,Male,1,Deliberate Misinformation,Social Media,0
5209,Female,1,Deliberate Misinformation,The Internet,1
5210,Female,0,Deliberate Misinformation,Social Media,1
5211,Male,0,False Headlines,Social Media,1
5212,Male,1,Deliberate Misinformation,Social Media,0
5213,Male,1,Deliberate Misinformation,The Internet,0
5214,Female,1,False Headlines,Social Media,0
5215,Male,1,Deliberate Misinformation,The Internet,1
5216,Female,1,False Headlines,Social Media,0
5217,Female,1,False Headlines,Social Media,1
5218,Female,1,False Headlines,Social Media,1
5219,Male,1,Social Media Sharing,Social Media,0
5220,Male,0,Satire,Social Media,1
5221,Female,1,Deliberate Misinformation,Social Media,0
5222,Female,1,Deliberate Misinformation,The Internet,0
5223,Female,1,Social Media Sharing,The Internet,0
5224,Female,0,Satire,The Internet,0
5225,Female,1,Satire,The Internet,1
5226,Female,1,Social Media Sharing,Social Media,0
5227,Male,0,Satire,The Internet,1
5228,Male,1,False Headlines,Social Media,0
5229,Male,1,False Headlines,Social Media,1
5230,Female,0,Satire,Social Media,1
5231,Female,0,Social Media Sharing,The Internet,0
5232,Female,1,False Headlines,Social Media,1
5233,Male,0,Satire,The Internet,1
5234,Male,0,Social Media Sharing,Social Media,0
5235,Male,1,Social Media Sharing,Social Media,0
5236,Female,0,Social Media Sharing,Social Media,1
5237,Male,1,Social Media Sharing,The Internet,0
5238,Male,1,Deliberate Misinformation,The Internet,0
5239,Male,0,Social Media Sharing,Social Media,1
5240,Female,1,Deliberate Misinformation,The Internet,1
5241,Male,0,Social Media Sharing,Social Media,1
5242,Female,0,False Headlines,Social Media,0
5243,Female,0,Satire,The Internet,1
5244,Male,1,False Headlines,The Internet,0
5245,Female,1,Deliberate Misinformation,Social Media,0
5246,Female,0,False Headlines,Social Media,0
5247,Female,0,False Headlines,Social Media,1
5248,Male,1,Social Media Sharing,Social Media,1
5249,Female,0,Social Media Sharing,Social Media,1
5250,Female,0,Deliberate Misinformation,Social Media,1
5251,Male,1,False Headlines,Social Media,1
5252,Female,0,Deliberate Misinformation,The Internet,1
5253,Male,0,Deliberate Misinformation,The Internet,0
5254,Female,0,Satire,The Internet,1
5255,Female,1,False Headlines,Social Media,1
5256,Female,0,Deliberate Misinformation,The Internet,0
5257,Male,1,False Headlines,The Internet,0
5258,Female,0,False Headlines,Social Media,0
5259,Female,0,Social Media Sharing,Social Media,1
5260,Male,1,Social Media Sharing,The Internet,0
5261,Female,0,Deliberate Misinformation,The Internet,1
5262,Female,0,False Headlines,Social Media,1
5263,Male,0,Deliberate Misinformation,Social Media,1
5264,Male,1,Deliberate Misinformation,The Internet,0
5265,Female,0,Deliberate Misinformation,Social Media,1
5266,Male,0,Satire,The Internet,1
5267,Female,0,Social Media Sharing,The Internet,1
5268,Female,0,Satire,Social Media,1
5269,Male,0,False Headlines,Social Media,1
5270,Female,1,False Headlines,Social Media,1
5271,Male,0,False Headlines,The Internet,0
5272,Female,0,Deliberate Misinformation,The Internet,1
5273,Male,1,Satire,The Internet,1
5274,Male,0,Satire,The Internet,0
5275,Male,1,Social Media Sharing,The Internet,0
5276,Male,0,Deliberate Misinformation,The Internet,0
5277,Male,0,Social Media Sharing,The Internet,0
5278,Male,0,Deliberate Misinformation,The Internet,1
5279,Male,1,False Headlines,Social Media,1
5280,Female,0,False Headlines,Social Media,0
5281,Male,0,Deliberate Misinformation,The Internet,1
5282,Female,1,False Headlines,Social Media,1
5283,Male,0,Deliberate Misinformation,Social Media,0
5284,Male,1,Social Media Sharing,The Internet,0
5285,Male,1,Deliberate Misinformation,The Internet,1
5286,Male,1,Satire,Social Media,1
5287,Female,1,Satire,The Internet,0
5288,Male,1,Satire,Social Media,0
5289,Female,1,Satire,The Internet,0
5290,Female,1,Satire,Social Media,0
5291,Male,0,False Headlines,Social Media,0
5292,Female,1,Satire,The Internet,1
5293,Male,1,Satire,The Internet,1
5294,Female,0,False Headlines,Social Media,0
5295,Female,1,Satire,Social Media,0
5296,Female,1,False Headlines,The Internet,0
5297,Male,1,False Headlines,The Internet,1
5298,Male,1,False Headlines,Social Media,0
5299,Female,1,Social Media Sharing,The Internet,0
5300,Female,1,Social Media Sharing,Social Media,1
5301,Female,0,Satire,The Internet,0
5302,Male,0,Deliberate Misinformation,The Internet,0
5303,Female,0,False Headlines,The Internet,1
5304,Female,0,Social Media Sharing,The Internet,1
5305,Female,0,Satire,Social Media,1
5306,Female,0,Deliberate Misinformation,Social Media,0
5307,Male,1,Deliberate Misinformation,The Internet,0
5308,Female,1,Satire,The Internet,0
5309,Female,1,False Headlines,The Internet,0
5310,Male,0,Deliberate Misinformation,The Internet,1
5311,Female,0,Deliberate Misinformation,The Internet,1
5312,Female,1,Social Media Sharing,The Internet,1
5313,Male,0,False Headlines,Social Media,0
5314,Female,1,Satire,Social Media,1
5315,Male,0,Satire,Social Media,1
5316,Female,1,Satire,The Internet,1
5317,Female,1,Social Media Sharing,Social Media,1
5318,Male,1,Deliberate Misinformation,Social Media,0
5319,Female,1,False Headlines,The Internet,1
5320,Male,1,Satire,The Internet,0
5321,Female,1,Deliberate Misinformation,The Internet,0
5322,Female,0,Social Media Sharing,The Internet,1
5323,Female,1,False Headlines,The Internet,0
5324,Female,1,Social Media Sharing,The Internet,0
5325,Female,0,Satire,The Internet,1
5326,Male,0,Social Media Sharing,Social Media,0
5327,Female,1,False Headlines,The Internet,1
5328,Female,0,Social Media Sharing,Social Media,1
5329,Female,0,Satire,Social Media,0
5330,Male,1,Social Media Sharing,The Internet,0
5331,Male,0,Satire,Social Media,0
5332,Female,1,Social Media Sharing,Social Media,1
5333,Male,0,Satire,Social Media,0
5334,Male,0,Deliberate Misinformation,The Internet,0
5335,Female,0,False Headlines,The Internet,1
5336,Male,1,False Headlines,Social Media,0
5337,Female,1,Deliberate Misinformation,Social Media,1
5338,Female,1,Social Media Sharing,Social Media,1
5339,Female,1,False Headlines,The Internet,1
5340,Male,0,Social Media Sharing,Social Media,0
5341,Female,0,Social Media Sharing,The Internet,1
5342,Male,1,Satire,Social Media,1
5343,Male,0,Deliberate Misinformation,Social Media,0
5344,Male,0,Social Media Sharing,The Internet,0
5345,Female,0,Satire,The Internet,1
5346,Male,1,Deliberate Misinformation,The Internet,0
5347,Female,0,Satire,Social Media,0
5348,Female,1,Social Media Sharing,The Internet,0
5349,Male,0,False Headlines,Social Media,0
5350,Female,1,False Headlines,The Internet,1
5351,Female,1,False Headlines,The Internet,0
5352,Female,0,Satire,The Internet,0
5353,Female,1,Satire,Social Media,0
5354,Female,0,Satire,Social Media,0
5355,Female,1,False Headlines,Social Media,0
5356,Female,1,Deliberate Misinformation,Social Media,0
5357,Female,1,Satire,The Internet,0
5358,Male,1,False Headlines,Social Media,1
5359,Female,0,Social Media Sharing,Social Media,0
5360,Male,1,Deliberate Misinformation,The Internet,1
5361,Female,1,Social Media Sharing,The Internet,1
5362,Male,1,False Headlines,The Internet,1
5363,Male,1,Satire,The Internet,1
5364,Male,1,False Headlines,The Internet,0
5365,Female,1,Deliberate Misinformation,The Internet,0
5366,Male,1,Deliberate Misinformation,The Internet,0
5367,Female,0,Satire,Social Media,0
5368,Male,0,Deliberate Misinformation,Social Media,0
5369,Male,0,Deliberate Misinformation,The Internet,0
5370,Male,1,Social Media Sharing,Social Media,1
5371,Male,1,Satire,Social Media,0
5372,Male,1,Satire,Social Media,1
5373,Male,1,Social Media Sharing,Social Media,0
5374,Female,1,Deliberate Misinformation,The Internet,0
5375,Female,1,Social Media Sharing,The Internet,1
5376,Male,1,Satire,The Internet,0
5377,Female,0,Satire,The Internet,1
5378,Male,1,Deliberate Misinformation,The Internet,1
5379,Female,1,False Headlines,The Internet,0
5380,Male,0,Deliberate Misinformation,Social Media,0
5381,Male,1,Social Media Sharing,Social Media,1
5382,Female,0,Satire,The Internet,1
5383,Female,1,Satire,Social Media,1
5384,Male,1,Deliberate Misinformation,The Internet,1
5385,Male,1,Deliberate Misinformation,Social Media,0
5386,Male,0,Deliberate Misinformation,Social Media,0
5387,Female,1,Social Media Sharing,Social Media,0
5388,Male,0,Satire,Social Media,1
5389,Male,0,Social Media Sharing,The Internet,1
5390,Female,1,Social Media Sharing,The Internet,0
5391,Male,0,Deliberate Misinformation,Social Media,0
5392,Female,1,Satire,The Internet,0
5393,Male,0,Satire,The Internet,0
5394,Male,1,Deliberate Misinformation,The Internet,0
5395,Male,0,Satire,Social Media,1
5396,Female,1,False Headlines,Social Media,1
5397,Male,1,Social Media Sharing,The Internet,0
5398,Male,1,Deliberate Misinformation,The Internet,1
5399,Male,1,Satire,Social Media,1
5400,Female,1,Deliberate Misinformation,Social Media,1
5401,Male,0,Social Media Sharing,The Internet,0
5402,Female,1,Deliberate Misinformation,The Internet,1
5403,Male,0,False Headlines,Social Media,1
5404,Male,1,Deliberate Misinformation,The Internet,1
5405,Female,1,Social Media Sharing,Social Media,1
5406,Male,1,Satire,The Internet,0
5407,Female,1,Satire,The Internet,0
5408,Female,1,Satire,Social Media,1
5409,Female,1,False Headlines,The Internet,1
5410,Female,0,False Headlines,The Internet,1
5411,Female,0,Deliberate Misinformation,Social Media,0
5412,Male,1,Satire,The Internet,0
5413,Male,0,Satire,The Internet,1
5414,Female,1,Deliberate Misinformation,Social Media,1
5415,Male,1,Deliberate Misinformation,Social Media,1
5416,Male,0,Deliberate Misinformation,Social Media,1
5417,Male,0,False Headlines,Social Media,1
5418,Male,1,False Headlines,The Internet,1
5419,Male,0,Deliberate Misinformation,Social Media,1
5420,Male,0,False Headlines,The Internet,1
5421,Female,0,Social Media Sharing,The Internet,0
5422,Male,0,Deliberate Misinformation,Social Media,1
5423,Male,1,Deliberate Misinformation,The Internet,1
5424,Male,1,Deliberate Misinformation,The Internet,0
5425,Male,0,False Headlines,Social Media,0
5426,Male,1,False Headlines,The Internet,1
5427,Male,1,Satire,Social Media,0
5428,Female,1,False Headlines,The Internet,1
5429,Male,1,Social Media Sharing,Social Media,0
5430,Female,1,Deliberate Misinformation,The Internet,1
5431,Female,1,False Headlines,Social Media,0
5432,Male,1,Social Media Sharing,The Internet,1
5433,Male,1,Social Media Sharing,Social Media,1
5434,Female,0,Deliberate Misinformation,The Internet,0
5435,Female,0,Satire,Social Media,1
5436,Male,0,Satire,Social Media,1
5437,Male,1,Social Media Sharing,Social Media,1
5438,Male,1,Satire,Social Media,0
5439,Female,1,Satire,Social Media,0
5440,Female,1,False Headlines,Social Media,0
5441,Male,0,Satire,Social Media,1
5442,Female,1,False Headlines,The Internet,0
5443,Female,1,Satire,Social Media,0
5444,Female,1,Social Media Sharing,Social Media,0
5445,Male,0,Satire,The Internet,1
5446,Female,1,Deliberate Misinformation,The Internet,1
5447,Male,1,Deliberate Misinformation,The Internet,1
5448,Female,1,Deliberate Misinformation,Social Media,1
5449,Female,1,Satire,The Internet,0
5450,Male,1,False Headlines,Social Media,1
5451,Female,0,Satire,Social Media,1
5452,Male,1,False Headlines,Social Media,1
5453,Male,1,Satire,Social Media,0
5454,Male,0,False Headlines,Social Media,0
5455,Female,1,False Headlines,Social Media,0
5456,Female,1,False Headlines,Social Media,1
5457,Female,1,Social Media Sharing,The Internet,1
5458,Female,1,Social Media Sharing,The Internet,0
5459,Male,1,Social Media Sharing,The Internet,0
5460,Male,0,Satire,The Internet,1
5461,Male,1,False Headlines,Social Media,1
5462,Female,0,Satire,The Internet,0
5463,Female,0,False Headlines,The Internet,1
5464,Female,1,Deliberate Misinformation,Social Media,0
5465,Male,0,Satire,Social Media,0
5466,Female,0,Satire,The Internet,1
5467,Female,1,Satire,The Internet,0
5468,Female,0,Social Media Sharing,The Internet,0
5469,Female,1,False Headlines,Social Media,0
5470,Female,1,Satire,Social Media,0
5471,Female,0,False Headlines,Social Media,1
5472,Male,0,False Headlines,The Internet,0
5473,Male,1,Satire,The Internet,0
5474,Female,1,Deliberate Misinformation,Social Media,1
5475,Female,1,False Headlines,Social Media,0
5476,Female,1,Social Media Sharing,The Internet,1
5477,Male,1,False Headlines,The Internet,0
5478,Female,0,Satire,The Internet,0
5479,Male,1,Deliberate Misinformation,Social Media,0
5480,Male,0,Deliberate Misinformation,Social Media,1
5481,Female,1,Deliberate Misinformation,The Internet,1
5482,Female,0,Social Media Sharing,The Internet,0
5483,Female,0,Social Media Sharing,Social Media,0
5484,Female,0,Satire,The Internet,0
5485,Female,0,Social Media Sharing,Social Media,0
5486,Male,0,False Headlines,The Internet,0
5487,Female,1,Social Media Sharing,Social Media,1
5488,Female,1,Satire,Social Media,0
5489,Male,1,Deliberate Misinformation,The Internet,0
5490,Female,0,Satire,Social Media,1
5491,Female,1,Social Media Sharing,The Internet,0
5492,Male,0,Social Media Sharing,Social Media,1
5493,Male,1,Satire,Social Media,0
5494,Female,1,Social Media Sharing,Social Media,0
5495,Female,0,Social Media Sharing,The Internet,1
5496,Male,1,Satire,The Internet,1
5497,Female,1,False Headlines,Social Media,0
5498,Female,1,Satire,The Internet,1
5499,Female,0,Deliberate Misinformation,The Internet,0
5500,Female,1,Satire,Social Media,0
5501,Female,0,Satire,The Internet,0
5502,Male,1,Satire,The Internet,1
5503,Female,0,Satire,The Internet,0
5504,Male,1,False Headlines,The Internet,0
5505,Male,0,Social Media Sharing,Social Media,0
5506,Female,1,Satire,The Internet,1
5507,Female,0,Satire,Social Media,1
5508,Male,1,Deliberate Misinformation,Social Media,0
5509,Female,0,False Headlines,The Internet,0
5510,Female,1,False Headlines,The Internet,1
5511,Female,1,False Headlines,Social Media,1
5512,Male,0,Social Media Sharing,Social Media,1
5513,Female,1,False Headlines,Social Media,0
5514,Female,0,Satire,The Internet,1
5515,Female,0,Deliberate Misinformation,The Internet,0
5516,Male,1,Deliberate Misinformation,Social Media,0
5517,Male,0,Social Media Sharing,Social Media,0
5518,Female,1,Satire,Social Media,0
5519,Male,0,False Headlines,Social Media,0
5520,Female,0,Satire,The Internet,1
5521,Female,0,Satire,Social Media,1
5522,Female,1,False Headlines,Social Media,0
5523,Female,1,Deliberate Misinformation,Social Media,0
